Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,34.027000427246094,34.027000427246094,34.027000427246094,34.027000427246094,34.027000427246094,0
2019-01-02,34.027000427246094,34.18299865722656,34.027000427246094,34.027000427246094,34.027000427246094,0
2019-01-03,34.18299865722656,34.18299865722656,34.069000244140625,34.18299865722656,34.18299865722656,0
2019-01-04,34.069000244140625,34.19300079345703,34.069000244140625,34.069000244140625,34.069000244140625,0
2019-01-07,34.19300079345703,34.27399826049805,34.19300079345703,34.19300079345703,34.19300079345703,0
2019-01-08,34.27399826049805,34.37200164794922,34.27399826049805,34.27399826049805,34.27399826049805,0
2019-01-09,34.37200164794922,34.37200164794922,34.29100036621094,34.37200164794922,34.37200164794922,0
2019-01-10,34.29100036621094,34.50899887084961,34.29100036621094,34.29100036621094,34.29100036621094,0
2019-01-11,34.50899887084961,34.50899887084961,34.441001892089844,34.50899887084961,34.50899887084961,0
2019-01-14,34.441001892089844,34.441001892089844,34.41699981689453,34.441001892089844,34.441001892089844,0
2019-01-15,34.41699981689453,34.41699981689453,34.24399948120117,34.41699981689453,34.41699981689453,0
2019-01-16,34.24399948120117,34.24399948120117,34.10499954223633,34.24399948120117,34.24399948120117,0
2019-01-17,34.10499954223633,34.16899871826172,34.10499954223633,34.10499954223633,34.10499954223633,0
2019-01-18,34.16899871826172,34.17599868774414,34.16899871826172,34.16899871826172,34.16899871826172,0
2019-01-21,34.17599868774414,34.17599868774414,34.11199951171875,34.17599868774414,34.17599868774414,0
2019-01-22,34.11199951171875,34.112998962402344,34.11199951171875,34.11199951171875,34.11199951171875,0
2019-01-23,34.112998962402344,34.112998962402344,34.108001708984375,34.112998962402344,34.112998962402344,0
2019-01-24,34.108001708984375,34.108001708984375,34.055999755859375,34.108001708984375,34.108001708984375,0
2019-01-25,34.055999755859375,34.055999755859375,33.939998626708984,34.055999755859375,34.055999755859375,0
2019-01-28,33.939998626708984,34.11000061035156,33.939998626708984,33.939998626708984,33.939998626708984,0
2019-01-29,34.11000061035156,34.25,34.11000061035156,34.11000061035156,34.11000061035156,0
2019-01-30,34.25,34.25,34.19499969482422,34.25,34.25,0
2019-01-31,34.19499969482422,34.255001068115234,34.19499969482422,34.19499969482422,34.19499969482422,0
2019-02-01,34.255001068115234,34.255001068115234,34.25199890136719,34.255001068115234,34.255001068115234,0
2019-02-04,34.25199890136719,34.28300094604492,34.25199890136719,34.25199890136719,34.25199890136719,0
2019-02-05,34.28300094604492,34.28300094604492,34.16899871826172,34.28300094604492,34.28300094604492,0
2019-02-06,34.16899871826172,34.16899871826172,34.04499816894531,34.16899871826172,34.16899871826172,0
2019-02-07,34.04499816894531,34.04499816894531,33.90399932861328,34.04499816894531,34.04499816894531,0
2019-02-08,33.90399932861328,33.95000076293945,33.90399932861328,33.90399932861328,33.90399932861328,0
2019-02-11,33.95000076293945,33.95000076293945,33.90999984741211,33.95000076293945,33.95000076293945,0
2019-02-12,33.90999984741211,33.90999984741211,33.80099868774414,33.90999984741211,33.90999984741211,0
2019-02-13,33.80099868774414,33.93299865722656,33.80099868774414,33.80099868774414,33.80099868774414,0
2019-02-14,33.93299865722656,33.93299865722656,33.74300003051758,33.93299865722656,33.93299865722656,0
2019-02-15,33.74300003051758,33.75899887084961,33.74300003051758,33.74300003051758,33.74300003051758,0
2019-02-18,33.75899887084961,33.928001403808594,33.75899887084961,33.75899887084961,33.75899887084961,0
2019-02-19,33.928001403808594,33.928001403808594,33.803001403808594,33.928001403808594,33.928001403808594,0
2019-02-20,33.803001403808594,33.91600036621094,33.803001403808594,33.803001403808594,33.803001403808594,0
2019-02-21,33.91600036621094,33.97600173950195,33.91600036621094,33.91600036621094,33.91600036621094,0
2019-02-22,33.97600173950195,33.97600173950195,33.893001556396484,33.97600173950195,33.97600173950195,0
2019-02-25,33.893001556396484,33.92499923706055,33.893001556396484,33.893001556396484,33.893001556396484,0
2019-02-26,33.92499923706055,33.957000732421875,33.92499923706055,33.92499923706055,33.92499923706055,0
2019-02-27,33.957000732421875,34.060001373291016,33.957000732421875,33.957000732421875,33.957000732421875,0
2019-02-28,34.060001373291016,34.15700149536133,34.060001373291016,34.060001373291016,34.060001373291016,0
2019-03-01,34.15700149536133,34.15700149536133,34.10300064086914,34.15700149536133,34.15700149536133,0
2019-03-04,34.10300064086914,34.10300064086914,33.95100021362305,34.10300064086914,34.10300064086914,0
2019-03-05,33.95100021362305,33.95500183105469,33.95100021362305,33.95100021362305,33.95100021362305,0
2019-03-06,33.95500183105469,33.95500183105469,33.8489990234375,33.95500183105469,33.95500183105469,0
2019-03-07,33.8489990234375,33.9010009765625,33.8489990234375,33.8489990234375,33.8489990234375,0
2019-03-08,33.9010009765625,33.9010009765625,33.67399978637695,33.9010009765625,33.9010009765625,0
2019-03-11,33.67399978637695,33.75899887084961,33.67399978637695,33.67399978637695,33.67399978637695,0
2019-03-12,33.75899887084961,33.80400085449219,33.75899887084961,33.75899887084961,33.75899887084961,0
2019-03-13,33.80400085449219,33.93600082397461,33.80400085449219,33.80400085449219,33.80400085449219,0
2019-03-14,33.93600082397461,33.946998596191406,33.93600082397461,33.93600082397461,33.93600082397461,0
2019-03-15,33.946998596191406,33.95600128173828,33.946998596191406,33.946998596191406,33.946998596191406,0
2019-03-18,33.95600128173828,33.97200012207031,33.95600128173828,33.95600128173828,33.95600128173828,0
2019-03-19,33.97200012207031,33.97200012207031,33.959999084472656,33.97200012207031,33.97200012207031,0
2019-03-20,33.959999084472656,34.00400161743164,33.959999084472656,33.959999084472656,33.959999084472656,0
2019-03-21,34.00400161743164,34.117000579833984,34.00400161743164,34.00400161743164,34.00400161743164,0
2019-03-22,34.117000579833984,34.117000579833984,33.8650016784668,34.117000579833984,34.117000579833984,0
2019-03-25,33.8650016784668,33.88999938964844,33.8650016784668,33.8650016784668,33.8650016784668,0
2019-03-26,33.88999938964844,33.88999938964844,33.869998931884766,33.88999938964844,33.88999938964844,0
2019-03-27,33.869998931884766,33.869998931884766,33.83000183105469,33.869998931884766,33.869998931884766,0
2019-03-28,33.83000183105469,33.83000183105469,33.67100143432617,33.83000183105469,33.83000183105469,0
2019-03-29,33.67100143432617,33.67100143432617,33.638999938964844,33.67100143432617,33.67100143432617,0
